1,0,0.218736812888473
1,0.25,0.181119340501297
1,0.5,0.166269402290226
1,0.75,0.164417203669487
1,1,0.163214138580521
0.99,0,0.197309028442369
0.99,0.25,0.16383030888769
0.99,0.5,0.157418131081734
0.99,0.75,0.156039903459252
0.99,1,0.155340165701595
0.98,0,0.175200079277062
0.98,0.25,0.153509087993328
0.98,0.5,0.153322945190638
0.98,0.75,0.152628644918934
0.98,1,0.152656519291554
0.97,0,0.153328601857119
0.97,0.25,0.153509087993328
0.97,0.5,0.153322945190638
0.97,0.75,0.152628644918934
0.97,1,0.152656519291554
0.96,0,0.153328601857119
0.96,0.25,0.153509087993328
0.96,0.5,0.153322945190638
0.96,0.75,0.152628644918934
0.96,1,0.152199507032911
